";""idencuesta"";""ola"";""version"";""muestra"";""sospechoso"";""r13_nredes"";""r13_sexo_01"";""r13_edad_01"";""r13_relacion_01"";""r13_tiempo_01"";""r13_barrio_01"";""r13_educ_01"";""r13_relig_01"";""r13_ideol_01"";""r13_contacto_01"";""r13_sexo_02"";""r13_edad_02"";""r13_relacion_02"";""r13_tiempo_02"";""r13_barrio_02"";""r13_educ_02"";""r13_relig_02"";""r13_ideol_02"";""r13_contacto_02"";""r13_sexo_03"";""r13_edad_03"";""r13_relacion_03"";""r13_tiempo_03"";""r13_barrio_03"";""r13_educ_03"";""r13_relig_03"";""r13_ideol_03"";""r13_contacto_03"";""r13_sexo_04"";""r13_edad_04"";""r13_relacion_04"";""r13_tiempo_04"";""r13_barrio_04"";""r13_educ_04"";""r13_relig_04"";""r13_ideol_04"";""r13_contacto_04"";""r13_sexo_05"";""r13_edad_05"";""r13_relacion_05"";""r13_tiempo_05"";""r13_barrio_05"";""r13_educ_05"";""r13_relig_05"";""r13_ideol_05"";""r13_contacto_05"";""r14"";""r15"";""r05_01"";""r05_02"";""r06"";""r07"";""r08"";""r09"";""r10"";""r11"";""r16"";""r17"";""r12_01"";""r12_02"";""r12_03"";""r12_04"";""r12_05"";""r12_06"";""r12_07"";""t01"";""t02_01"";""t02_02"";""t02_03"";""t02_04"";""t03_01"";""t03_02"";""t03_03"";""t03_04"";""t04_01"";""t04_02"";""t04_03"";""t04_04"";""t04_05"";""t04_06"";""t04_07"";""t05"";""t06_01"";""t06_02"";""t06_03"";""t06_04"";""t06_05"";""t06_06"";""t06_07"";""t06_08"";""t07_01"";""t07_02"";""t08"";""t09_01"";""t09_02"";""t09_03"";""t10"";""t11_01"";""t11_02"";""t11_03"";""t11_04"";""t12"";""t13_01"";""t13_02"";""t13_03"";""c01"";""c02"";""c03"";""c04"";""c05_01"";""c05_02"";""c05_03"";""c05_04"";""c05_05"";""c05_06"";""c05_07"";""c05_08"";""c05_09"";""c07_01"";""c07_02"";""c07_03"";""c07_04"";""c07_05"";""c07_06"";""c07_07"";""c07_08"";""c08_01"";""c08_02"";""c08_03"";""c08_04"";""c10_01"";""c10_02"";""c10_03"";""c13"";""c14_01"";""c14_02"";""c15"";""c16"";""c16_otro"";""c17"";""c17_otro"";""c36"";""c18_01"";""c18_12"";""c18_02"";""c18_03"";""c18_04"";""c18_05"";""c18_06"";""c18_07"";""c18_08"";""c18_09"";""c18_10"";""c18_11"";""c20"";""c20_otro"";""c21_01"";""c21_02"";""c21_03"";""c21_04"";""c21_05"";""c21_06"";""c21_07"";""c21_08"";""c21_09"";""c21_10"";""c21_11"";""c22"";""c23"";""c24"";""c25"";""c26"";""c27"";""c28"";""c29"";""c30"";""c32_01"";""c32_02"";""d01_01"";""d01_02"";""d01_03"";""d02_01"";""d02_02"";""d02_03"";""d03_01"";""d03_02"";""d04_01"";""d04_02"";""d05_01"";""d05_02"";""d05_03"";""d05_04"";""d06"";""d20"";""d21"";""d22"";""d23_01"";""d23_02"";""d23_03"";""d23_04"";""d23_05"";""f05_01"";""f05_02"";""f05_03"";""f05_04"";""f05_05"";""f05_06"";""f05_07"";""f05_08"";""f06_01"";""f06_02"";""s01"";""s02"";""s03"";""s11_01"";""s11_02"";""s11_03"";""s11_04"";""s11_05"";""s11_06"";""s11_07"";""s11_08"";""s11_09"";""s15"";""s16"";""s17"";""s18"";""s19_01"";""s19_01_fecha"";""s19_02"";""s19_02_fecha"";""s19_03"";""s19_03_fecha"";""s19_04"";""s19_04_fecha"";""s19_05"";""s19_05_fecha"";""s20"";""s21"";""s22_01"";""s22_02"";""s22_03"";""s22_04"";""s22_05"";""s22_06"";""s22_07"";""s22_08"";""s22_09"";""s22_10"";""s23_01"";""s23_02"";""s23_03"";""s23_04"";""s23_05"";""s24_01"";""s24_02"";""s24_03"";""s25_01"";""s25_02"";""s25_03"";""s25_04"";""s26_01"";""s26_02"";""s26_03"";""s26_04"";""s26_05"";""s26_06"";""s27"";""s28"";""s29"";""m0_sexo"";""m0_edad"";""m01"";""m02"";""m13"";""m14"";""m15"";""m16"";""m29"";""m30"";""m38"";""m38_otro"";""m39"";""m41"";""m46"";""m46_nhogar"";""m46_ocup_01"";""m46_educ_01"";""m46_ocup_02"";""m46_educ_02"";""m46_ocup_03"";""m46_educ_03"";""m46_ocup_04"";""m46_educ_04"";""m46_ocup_05"";""m46_educ_05"";""m46_ocup_06"";""m46_educ_06"";""m46_ocup_07"";""m46_educ_07"";""m46_ocup_08"";""m46_educ_08"";""m46_ocup_09"";""m46_educ_09"";""m46_ocup_10"";""m46_educ_10"";""m47_comuna"";""m47_pais"";""m48"";""m48_edad"";""m49"";""m50"";""m51_comuna"";""m51_pais"";""m52"";""m53"";""m53_otro"";""comuna"";""region"";""ponderador01"";""ponderador02"";""estrato"";""segmento"";""idencuestador"""
"470;5101486;2;201710;1;0;5;2;41;3;5;1;3;1;6;1;1;48;3;5;2;3;1;6;1;2;65;3;5;2;1;1;6;2;1;65;3;5;2;1;1;5;2;1;40;3;5;2;3;1;6;2;1;3;1;1;1;NA;NA;4;-888;4;4;1;3;3;2;4;4;4;4;1;3;4;4;4;2;4;4;4;4;4;4;2;2;4;2;1;2;4;4;4;4;2;4;4;4;4;4;1;1;1;4;1;1;1;1;2;NA;NA;NA;1;2;3;3;1;1;3;1;1;2;1;1;1;3;1;3;1;1;2;2;2;1;1;1;1;4;4;4;1;3;4;12;15;"""";5;"""";8;4;4;2;3;4;4;4;4;4;4;4;2;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;4;1;3;4;4;6;5;7;2;2;2;3e+06;5e+05;2e+06;9e+05;3;5;5;5;3;3;4;2;5;2;1;1;1;5;5;1;2;1;5;1;1;4;4;4;4;5;1;1;1;1;1;1;1;1;1;2;7;1;9;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;4;1;4;1;3;1;4;1;4;1;1;3;3;1;5;1;1;1;1;3;3;3;1;4;1;1;5;1;1;2;1;25;7;1;5e+05;NA;5e+05;4;5e+05;NA;1;"""";7;2;1;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5101;NA;2;NA;3;""liceo carlos cousino"";5101;NA;2;10;"""";5101;5;0.254465699195862;0.32121866941452;2;983926;102"
"471;5101491;2;201710;1;0;3;2;60;5;5;1;3;3;-999;1;2;64;5;5;1;-999;2;-999;1;2;60;5;5;1;3;1;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA;-888;3;4;3;1;-888;-888;1;1;5;5;5;4;5;5;5;5;1;1;1;1;1;5;5;4;5;3;5;3;1;5;1;1;4;5;5;5;4;4;1;5;5;5;1;4;1;1;1;2;NA;NA;NA;1;2;2;1;1;1;3;3;1;3;1;1;1;3;1;1;1;1;2;3;2;1;1;1;1;1;4;4;1;1;1;12;15;"""";5;"""";-888;1;1;5;5;4;4;5;5;2;4;3;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;-999;-999;-999;-999;-999;5;5;5;5;5;2;2;2;6e+06;270000;4e+06;5e+05;1;5;5;5;1;2;1;5;10;10;-888;-888;-888;1;1;1;3;1;4;1;1;5;5;4;2;1;1;5;4;5;4;1;1;4;1;0;1;90;2;1;2007;1;2017;1;2017;2;NA;2;NA;5;NA;4;5;3;4;5;5;5;1;1;4;1;1;1;1;1;1;1;1;5;5;5;5;1;5;1;5;5;1;10;0;1;2;72;2;5;NA;NA;NA;NA;120000;NA;6;""Testigo de Jehova"";1;1;1;1;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13101;NA;1;18;3;""escuela san pio"";5101;NA;1;-888;"""";5101;5;0.424109578132629;0.352979928255081;2;742975;86"
"472;5101492;2;201710;1;0;3;2;40;5;3;2;-999;1;-999;1;2;68;4;3;2;-999;1;-999;1;2;50;3;5;2;-999;1;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;NA;NA;3;5;2;2;-888;3;3;5;5;5;5;5;1;5;5;1;4;1;1;4;1;3;4;4;4;4;5;2;3;4;5;1;3;5;5;5;5;5;5;4;2;2;4;4;1;1;1;1;1;2;7;13;1;2;2;1;1;1;2;1;3;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;5;5;5;1;1;1;12;15;"""";5;"""";8;1;1;5;5;5;5;5;5;2;1;4;5;5;"""";5;5;5;5;5;5;5;1;5;3;5;1;3;3;1;1;5;5;3;3;5;5;5;4;7;1;1;1;1e+07;270000;5e+06;1e+06;5;5;5;5;1;2;2;4;10;9;-888;-888;-888;5;5;1;5;1;4;1;1;5;5;5;4;2;1;1;1;4;1;1;1;1;1;0;2;14;4;1;1989;2;NA;2;NA;2;NA;2;NA;2;0;5;5;1;5;2;4;1;4;5;1;1;1;4;3;1;1;5;1;1;1;1;1;1;5;5;5;5;1;0;0;1;2;62;2;7;NA;NA;NA;NA;0;NA;1;"""";7;1;1;6;1;4;6;5;7;5;1;5;4;4;4;1;NA;NA;NA;NA;NA;NA;NA;NA;5101;NA;1;22;1;""liceo juana arroz"";5101;NA;-999;10;"""";5101;5;1.06027376651764;0.882449805736542;2;742975;86"
"473;5101493;2;201710;1;0;3;2;61;4;5;2;3;1;6;1;1;37;2;5;2;3;1;6;1;2;64;2;5;2;1;1;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;NA;NA;2;1;3;3;1;3;3;3;4;4;2;3;2;4;4;4;4;4;3;3;3;4;3;4;4;3;4;4;3;2;3;2;2;3;4;4;4;2;2;2;5;5;5;2;4;4;4;4;1;7;9;77;1;2;2;1;1;1;3;1;1;1;1;1;2;2;1;2;1;1;2;1;2;1;1;1;1;4;3;4;1;2;1;2;1;"""";5;"""";1;2;4;4;2;4;3;2;2;4;2;2;2;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;3;3;1;4;4;5;5;5;2;4;2;2600000;270000;1500000;5e+05;5;5;2;3;1;1;1;1;3;5;1;1;1;4;4;4;3;1;4;1;1;5;5;1;2;1;2;2;2;2;3;3;2;3;2;0;1;2;7;1;2011;1;2011;2;NA;2;NA;2;NA;2;21;4;4;1;3;3;4;4;2;2;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;2;1;2;0;2;2;62;5;5;NA;NA;NA;NA;4e+05;NA;1;"""";2;1;1;1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5101;NA;1;23;3;""liceo Hernan Olguin; ex N 32"";5101;NA;2;10;"""";5101;5;0.212054789066315;0.176489964127541;2;742975;110"
"474;5101494;2;201710;1;0;3;1;18;4;3;2;2;3;4;1;1;18;4;3;2;2;3;4;1;2;19;4;3;2;2;3;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;3;3;1;3;3;2;3;-888;3;3;1;-888;5;5;5;1;2;1;1;4;4;-888;5;2;5;5;-888;4;4;1;1;4;4;5;1;1;1;5;5;1;5;5;4;2;2;2;4;1;1;1;1;2;NA;NA;NA;1;2;2;1;4;1;5;4;4;4;2;4;4;1;1;3;2;3;1;3;1;4;1;1;3;5;5;1;4;4;4;3;15;"""";5;"""";3;1;1;5;5;5;5;1;1;5;4;4;2;5;"""";3;1;4;5;5;3;5;3;5;3;5;1;1;1;1;-888;1;5;3;4;1;1;6;6;7;4;1;1;5e+06;260000;4e+06;350000;2;4;4;5;1;4;4;2;6;8;-888;-888;-888;2;2;1;2;1;2;1;1;1;5;5;4;4;1;1;1;2;1;1;2;1;1;2;1;3;2;2;NA;2;NA;2;NA;2;NA;2;NA;2;0;3;5;3;5;5;3;4;4;2;3;4;3;2;1;1;5;5;5;1;1;4;3;2;2;4;4;5;3;4;1;1;1;18;5;4;NA;NA;NA;NA;0;NA;9;"""";NA;1;1;3;1;9;3;5;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5101;NA;2;NA;2;""liceo bicentenario"";5101;NA;1;10;"""";5101;5;0.424109578132629;0.5353644490242;2;742975;86"
"475;5101495;2;201710;1;0;3;1;53;3;5;1;1;1;-999;1;2;72;3;5;1;1;5;-999;1;2;48;3;5;2;3;5;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;1;NA;NA;4;3;2;-888;-888;3;3;1;1;5;5;5;4;5;5;4;5;5;5;5;4;4;4;4;3;1;3;5;3;5;5;2;3;4;4;5;5;2;5;2;1;2;4;4;1;1;1;1;2;NA;NA;NA;5;2;2;1;3;2;4;1;-888;4;2;5;-888;3;1;1;1;1;1;3;3;1;1;1;1;5;2;4;3;1;4;0;12;"""";-888;"""";5;1;4;5;5;4;5;5;5;5;4;4;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;5;3;1;5;5;5;5;5;2;2;2;2e+06;250000;-888;4e+05;1;5;3;5;1;2;1;5;5;9;-888;-888;-888;4;1;1;4;1;1;1;1;5;5;4;2;4;1;1;1;2;1;1;1;2;1;10;1;1;6;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;5;5;4;5;2;5;4;4;1;5;1;1;1;1;1;1;1;1;1;1;5;1;1;5;5;5;5;2;0;0;1;1;53;4;2;350000;NA;6e+05;4;4e+05;NA;1;"""";7;1;1;1;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5109;NA;1;22;3;""liceo 3 (liceo valparaiso)"";5101;NA;1;10;"""";5101;5;0.212054789066315;0.2676822245121;2;742975;86"
"476;5101496;2;201710;1;0;3;1;50;5;4;2;4;3;6;2;2;17;2;5;2;2;2;6;2;1;58;4;4;1;4;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;5;5;1;5;2;5;5;2;5;5;1;1;5;5;5;2;3;3;2;2;3;3;3;2;2;4;5;4;3;-888;3;4;2;4;2;1;4;2;4;4;2;3;2;2;3;4;2;3;1;1;1;2;NA;NA;NA;4;2;2;1;1;1;5;2;1;2;1;1;2;2;3;3;2;2;3;3;1;3;1;1;1;4;3;4;1;1;1;12;15;"""";5;"""";9;2;2;5;4;4;5;5;5;3;3;3;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;4;1;2;4;4;5;5;6;2;2;1;-888;350000;-888;5e+05;2;4;4;5;2;2;2;5;2;2;5;5;5;3;1;1;1;1;1;1;1;5;5;4;3;3;1;1;1;1;1;1;1;1;1;0;7;1;2;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;4;1;4;1;4;3;4;3;4;1;1;2;2;1;4;4;1;1;2;1;1;1;1;1;3;1;1;3;1;2;2;46;5;1;320000;NA;5e+05;2;320000;NA;2;"""";1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13101;NA;1;30;1;""liceo maria auxiliadora"";77777;509;1;10;"""";5101;5;0.212054789066315;0.176489964127541;2;742975;110"
"477;5101497;2;201710;1;0;4;1;31;2;5;1;3;1;6;1;2;29;2;5;2;3;1;-999;2;2;51;4;5;2;4;1;6;2;2;52;4;3;2;3;1;-999;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;1;1;NA;NA;3;3;3;2;1;3;3;4;5;4;2;4;3;2;3;2;3;3;3;4;3;3;3;4;3;3;2;2;1;2;4;2;1;2;5;5;4;5;2;-888;1;3;-888;2;2;1;1;4;2;NA;NA;NA;-888;2;2;3;2;1;4;-888;2;2;2;2;3;1;1;1;1;3;2;3;3;1;1;1;1;1;1;4;1;1;1;12;-888;"""";-888;"""";-888;3;4;4;5;5;5;5;5;4;2;2;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;-888;-888;-888;-888;1;4;4;5;6;5;1;1;1;5e+06;270000;4e+06;380000;1;5;5;5;1;3;2;5;8;-888;-888;-888;-888;3;1;1;-888;1;4;1;1;5;5;4;3;3;3;3;1;3;3;2;2;2;1;3;1;7;3;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;5;1;2;2;3;4;5;3;5;1;5;1;1;5;5;5;1;1;4;1;4;4;2;2;1;1;1;0;0;1;2;55;4;2;-888;-888;360000;1;-888;-888;1;"""";2;1;1;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5101;NA;1;23;6;""liceo 4"";5101;NA;2;10;"""";5101;5;0.212054789066315;0.176489964127541;2;742975;86"
"478;5101501;2;201710;1;0;2;2;40;3;5;1;3;1;-999;1;1;50;3;5;1;3;1;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;1;NA;NA;5;4;4;4;4;3;3;1;1;5;5;5;4;5;5;5;5;3;4;5;5;3;3;1;1;1;1;1;3;4;5;4;4;4;4;4;4;5;5;2;1;1;1;4;1;1;1;1;1;2;77;77;4;2;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;3;3;1;1;1;1;1;1;5;5;5;5;1;4;5;15;"""";5;"""";8;1;5;5;5;4;4;4;5;5;5;5;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;1;1;1;1;5;5;6;6;6;3;1;1;5e+06;2e+05;2e+06;4e+05;1;5;5;5;-888;2;2;4;8;6;-888;-888;-888;1;1;1;1;1;1;1;1;5;5;5;3;2;2;5;1;5;1;1;1;1;1;6;1;7;4;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;5;5;5;4;1;4;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;0;0;1;1;74;4;5;NA;NA;NA;NA;135000;NA;1;"""";2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2302;NA;1;24;3;""liceo de hombres de iquique"";1101;NA;-888;10;"""";5101;5;0.212054759263992;0.2676822245121;2;383026;86"
"479;5101502;2;201710;1;0;3;2;65;3;5;1;1;1;6;1;2;45;3;5;1;2;1;6;1;2;64;4;5;2;3;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;1;NA;NA;3;1;3;1;1;-888;-888;5;4;4;1;5;1;3;5;5;5;4;4;4;4;1;4;-888;3;3;-888;5;3;1;5;4;1;5;5;1;5;5;5;1;5;4;5;1;3;1;1;1;1;12;9;13;1;3;1;1;1;1;1;5;1;1;1;5;1;3;1;1;1;2;1;3;2;1;1;1;1;5;-888;-888;1;1;1;12;15;"""";5;"""";-888;1;3;5;2;5;5;5;5;2;1;4;5;7;"""";4;5;5;4;2;3;3;3;-888;-888;-888;1;1;1;-888;2;3;4;3;1;5;5;-888;-888;-888;1;1;1;5e+06;3e+05;8e+05;8e+05;1;5;3;5;5;-888;-888;-888;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;4;4;4;4;3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;2;-999;6;-888;-888;-888;-888;-888;-888;-888;-888;-888;-888;2;99;-888;-888;-888;-888;-888;-888;-888;-888;-888;-888;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;0;0;-888;2;75;5;8;NA;NA;NA;NA;2e+05;NA;1;"""";7;-999;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5109;NA;2;NA;3;""88"";5101;NA;-888;-888;"""";5101;5;0.212054759263992;0.176489949226379;2;383026;86"
"480;5101503;2;201710;1;0;2;2;99;3;5;2;-999;1;-999;2;1;99;3;5;2;3;1;-999;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA;3;1;1;1;1;3;3;1;1;2;1;1;2;4;4;5;5;1;5;2;4;2;5;5;3;1;1;2;2;2;5;1;4;1;5;5;1;5;2;1;1;3;5;2;1;1;1;1;2;NA;NA;NA;1;2;2;1;2;2;3;2;2;1;2;1;2;1;1;2;1;1;2;2;2;1;1;1;1;5;4;2;1;4;2;12;15;"""";5;"""";2;2;5;5;5;5;5;5;5;4;3;4;2;1;"""";5;5;5;5;5;4;-888;-888;5;-888;5;1;5;5;1;-888;-888;-888;-888;-888;5;5;5;7;7;1;1;1;7e+06;1e+06;4e+06;8e+05;2;5;2;4;2;1;-888;4;9;9;-888;-888;-888;3;1;1;1;1;4;1;1;5;5;5;2;2;4;4;4;3;4;3;1;3;1;0;1;150;2;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;4;1;5;4;2;2;3;5;5;1;1;1;1;1;5;1;1;1;1;4;4;5;1;1;1;1;1;0;0;1;1;62;2;2;3e+05;NA;5e+05;2;-888;4;9;"""";NA;1;1;2;5;5;7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7101;NA;1;-888;3;""88"";7101;NA;2;10;"""";5101;5;0.424109518527985;0.5353644490242;2;383026;86"
"481;5101504;2;201710;1;0;2;1;5;2;3;1;1;3;6;1;2;22;1;3;1;3;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;3;5;1;3;4;4;3;1;4;4;1;4;5;5;5;1;3;3;3;1;1;4;3;3;3;3;3;1;1;1;1;2;1;5;1;5;5;5;5;3;4;4;1;1;3;1;3;1;1;1;1;1;13;12;11;1;2;2;-888;1;1;1;3;1;1;1;1;1;1;1;2;1;1;3;2;2;1;1;1;1;5;4;5;1;1;3;11;15;"""";5;"""";8;1;1;5;5;3;3;1;3;4;1;1;5;3;"""";4;2;4;1;3;1;1;1;5;1;5;1;1;1;3;1;5;5;3;3;1;4;3;3;10;1;1;1;3e+07;270000;270000;1500000;4;5;5;5;4;4;4;3;10;10;-888;-888;-888;5;5;1;1;1;5;2;1;5;5;4;4;3;1;2;1;2;4;1;2;1;1;-888;1;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;2;0;3;4;4;3;2;5;3;5;1;5;2;2;4;5;1;5;5;1;1;1;4;1;3;4;4;2;3;5;0;0;1;1;23;5;1;270000;NA;270000;5;2e+05;NA;2;"""";7;1;1;2;9;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13101;NA;1;18;2;""instituto maritimo"";5101;NA;2;10;"""";5101;5;0.424109518527985;0.5353644490242;2;383026;86"
"482;5101505;2;201710;1;0;3;2;53;1;5;1;3;1;6;1;1;25;2;5;2;5;1;6;1;2;34;2;5;2;5;1;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;3;5;4;2;4;2;4;3;2;3;3;2;3;4;4;4;3;3;4;3;4;3;4;4;4;2;4;5;4;3;4;5;4;3;4;1;3;-888;3;3;3;4;4;1;3;2;5;2;3;1;1;1;2;NA;NA;NA;4;2;2;1;2;1;3;2;2;3;1;2;2;2;1;3;1;1;3;2;2;1;1;1;1;3;3;3;1;1;1;12;15;"""";5;"""";10;3;2;4;3;3;3;5;5;3;3;3;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;3;1;1;3;3;6;4;7;2;2;2;-888;3e+05;-888;3e+05;1;5;5;5;3;3;3;4;1;1;5;5;1;3;1;1;1;1;1;1;1;5;5;4;4;2;1;1;1;1;1;1;1;1;1;2;7;1;3;1;2015;2;NA;2;NA;2;NA;2;NA;5;NA;3;4;1;4;3;5;3;5;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;3;2;1;3;0;2;1;56;5;1;950000;NA;1300000;2;950000;NA;1;"""";7;2;1;1;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5101;NA;1;21;2;""liceo 4 de Cerro Baron"";5101;NA;1;10;"""";5101;5;0.424109518527985;0.5353644490242;2;383026;110"
"483;5101506;2;201710;1;0;3;1;71;1;5;1;4;1;6;1;1;48;2;5;2;3;1;5;1;2;50;4;5;2;1;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;3;3;1;3;2;4;2;2;4;4;2;2;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;3;3;4;3;4;4;3;4;4;4;4;3;1;1;1;3;2;2;1;1;1;11;2;9;4;2;2;1;3;1;5;2;2;3;1;3;3;2;3;3;1;1;2;2;1;3;1;1;1;4;4;4;1;2;2;12;15;"""";5;"""";8;1;1;5;4;4;5;5;5;3;3;3;3;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;4;1;2;4;4;5;4;6;2;1;1;-888;3e+05;-888;6e+05;2;4;4;5;3;-888;-888;5;5;1;-888;-888;-888;3;1;1;1;1;1;1;1;5;5;4;4;1;2;3;2;4;2;2;1;4;2;0;1;2;2;1;2010;1;2010;1;2012;2;NA;2;NA;2;4;4;4;1;1;4;3;2;3;1;-888;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;2;1;1;0;0;1;2;69;2;5;NA;NA;NA;NA;480000;NA;1;"""";4;1;1;1;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5101;NA;1;22;3;""escuela la Igualdad"";5101;NA;2;10;"""";5101;5;0.424109518527985;0.352979898452759;2;383026;110"
